iter	RMSE
220	0.002759768747
221	0.002754861901
222	0.002752257115
223	0.002748568485
224	0.002743208263
225	0.002739050565
226	0.002735408665
227	0.002732348763
228	0.002728381712
229	0.002725434685
230	0.002720686408
231	0.002718209426
232	0.002713815031
233	0.00271074007
234	0.002707326673
235	0.002703724506
236	0.002699734306
237	0.002696142161
238	0.002692937721
239	0.002689846642
240	0.002687453816
241	0.002682412328
242	0.002679894826
243	0.002677032021
244	0.002672733302
245	0.002668659509
246	0.002666086305
247	0.002661909108
248	0.002657156085
249	0.00265331485
250	0.002649052876
251	0.002645130374
252	0.002643082233
253	0.002638075021
254	0.002636086025
255	0.002633719972
256	0.002631784173
257	0.002629226037
258	0.002627087998
259	0.002622005087
260	0.002618321752
261	0.002616371138
262	0.002613458769
263	0.002610933063
264	0.002606325767
265	0.002602116836
266	0.002597675454
267	0.002596107938
268	0.002593972313
269	0.002590237536
270	0.002588665607
271	0.002584988585
272	0.002581531303
273	0.002577308682
274	0.002574713884
275	0.002571617332
276	0.002567995042
277	0.002565552151
278	0.002563880859
279	0.002562251257
280	0.002559199299
281	0.002556780121
282	0.002555209548
283	0.002552469586
284	0.002550158364
285	0.00254742753
286	0.002544815162
287	0.002541364356
288	0.002537658716
289	0.002535423707
290	0.002532234797
291	0.00252876655
292	0.002524365645
293	0.002522074418
294	0.002518311762
295	0.002515161303
296	0.002511310522
297	0.002509741937
298	0.002508222962
299	0.002506423171
300	0.002504510447
301	0.002501272256
302	0.002498004188
303	0.002495578174
304	0.002493464288
305	0.002491921807
306	0.002488555139
307	0.002485440384
308	0.002484012205
309	0.00248230505
310	0.002480088028
311	0.002476236081
312	0.002473493836
313	0.002471019982
314	0.002467986938
315	0.002465061046
316	0.002462766148
317	0.002461304695
318	0.00245991492
319	0.002457045019
320	0.00245558973
321	0.002454507456
322	0.002451394393
323	0.002449612484
324	0.00244830572
325	0.002446883472
326	0.002445340438
327	0.002443421631
328	0.002439900193
329	0.002438316909
330	0.002437098206
331	0.00243484843
332	0.002433376871
333	0.002432026945
334	0.002430717239
335	0.002428332345
336	0.002425716145
337	0.002422014789
338	0.002418655601
339	0.002416105127
340	0.002414976504
341	0.002412884697
342	0.002409868741
343	0.002408427204
344	0.002406969983
345	0.002404319449
346	0.002402078727
347	0.002398983886
348	0.002396391078
349	0.002394694537
350	0.002393574468
351	0.002391636646
352	0.002390363874
353	0.002388883316
354	0.002387965288
355	0.002385422818
356	0.002383681508
357	0.002381103313
358	0.002379762594
359	0.002377231452
360	0.002374467151
361	0.002373172984
362	0.002372301774
363	0.002371222776
364	0.002369252221
365	0.002367335699
366	0.002365387699
367	0.002363441129
368	0.00236254101
369	0.002361544622
370	0.002360319067
371	0.00235910811
372	0.002357090966
373	0.002354917367
374	0.002353746759
375	0.002351748103
376	0.002349807182
377	0.002347326006
378	0.002345296765
379	0.002343831319
380	0.002341717605
381	0.002340695031
382	0.002338951591
383	0.002336876609
384	0.002335700748
385	0.002333293154
386	0.002330594914
387	0.00232924964
388	0.002327367005
389	0.002325267516
390	0.002323149315
391	0.002321541187
392	0.002320458728
393	0.002318133964
394	0.002316837128
395	0.002315833619
396	0.002313392161
397	0.002311840092
398	0.002310879316
399	0.002308238302
400	0.002306070602
401	0.002304501722
402	0.002301825857
403	0.00230043198
404	0.002298962791
405	0.002297953342
406	0.002295892007
407	0.002294079363
408	0.00229300642
409	0.002291814499
410	0.002290702802
411	0.002289734094
412	0.002287106594
413	0.002285701909
414	0.002283302951
415	0.002281591986
416	0.002280051562
417	0.002278570624
418	0.002277408103
419	0.002275441515
420	0.002273559652
421	0.002272500442
422	0.002271995575
423	0.002269041579
424	0.002266674582
425	0.00226493014
426	0.002264130956
427	0.00226319652
428	0.002262098142
429	0.002260098109
430	0.002257880997
431	0.002257003869
432	0.002256211046
433	0.002255526335
434	0.002254698812
435	0.002253974398
436	0.002251895948
437	0.002251068397
438	0.002249264183
439	0.002248544421
440	0.002246246418
441	0.002245543814
442	0.002244217676
443	0.002243683191
444	0.002242703866
445	0.002242111449
446	0.002240311326
447	0.002238574672
448	0.00223607809
449	0.002232994973
450	0.002231419205
451	0.002230150291
452	0.002229409693
453	0.002228848731
454	0.002226171134
455	0.002224389353
456	0.002222638768
457	0.002220737314
458	0.002218503456
459	0.002217632281
460	0.002216998202
461	0.002215647437
462	0.002214614579
463	0.002213403787
464	0.002212949873
465	0.002211585746
466	0.002210159738
467	0.002208481824
468	0.002207235714
469	0.002205685336
470	0.002204608985
471	0.002202724126
472	0.00220087723
473	0.002199105057
474	0.002198561493
475	0.002198101824
476	0.00219699854
477	0.002196097114
478	0.002194169235
479	0.002192734502
480	0.002191873002
481	0.002190544535
482	0.002189827013
483	0.002189444781
484	0.002187948475
485	0.002187297587
486	0.002185776752
487	0.002183974714
488	0.002181474423
489	0.002180671517
490	0.002179953509
491	0.002178242018
492	0.002177339898
493	0.002175945648
494	0.002174050818
495	0.002173182791
496	0.00217261969
497	0.002172210757
498	0.002171000796
499	0.002170031942
