datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09669116139411926,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16726839542388916,0.16293,0.15675,0.15088,0.14487017691135406,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11136359721422195
07-01-2026 12:25,26106.55,0.14529,0.13475483655929565,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09433,0.09216,0.08946376293897629,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14604149758815765,0.1408,0.13351890444755554,0.1290261596441269,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.14213815331459045,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09602,0.09375,0.09046638011932373,0.08962,0.0881,0.1763850450515747,0.17382,0.1661740392446518,0.16160571575164795,0.15713,0.15127,0.14704,0.1396676003932953,0.13439986109733582,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.132036030292511,0.12330740690231323,0.11553,0.11035,0.10842,0.10552,0.10146,0.09611,0.09355,0.09094323217868805,0.08912,0.08849675208330154,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.11155936866998672
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.10118280351161957,0.09545,0.09235,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11201076209545135
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10179565101861954,0.0982,0.09317,0.09116,0.08921,0.08831753581762314,0.08642,0.17515906691551208,0.17193,0.16585387289524078,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11811942607164383,0.11449514329433441,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09457,0.09258,0.08926120400428772,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.1442824751138687,0.13954,0.13415,0.12825272977352142,0.1243,0.1192,0.11391,0.11073590815067291
07-01-2026 12:55,26089.25,0.13100871443748474,0.12681016325950623,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0947,0.09279,0.09043,0.08873,0.08741,0.17602655291557312,0.17065562307834625,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.11070191115140915
07-01-2026 13:00,26099.15,0.13774,0.1285405158996582,0.12114,0.11955,0.11469,0.10982,0.10340727865695953,0.10038,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.1668487936258316,0.16276,0.15729,0.1513,0.14584201574325562,0.14022,0.13317282497882843,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.12429384887218475,0.11724,0.11854103952646255,0.11697,0.11188,0.10731,0.1025,0.09934,0.09414087235927582,0.09115,0.08926,0.0873,0.08606,0.17966,0.1721784472465515,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12855754792690277,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11924497783184052,0.11921,0.10758,0.10426,0.10056,0.09641480445861816,0.09178,0.08993,0.08809,0.08756789565086365,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14479327201843262,0.14036,0.13536,0.1287098377943039,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.12187708914279938,0.1170082613825798,0.11389,0.10737115889787674,0.10254255682229996,0.10025,0.09342,0.0919,0.08937,0.08845126628875732,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.1336994171142578,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.09048,0.08899,0.08729664981365204,0.08593,0.08506,0.17786,0.17271,0.1661091297864914,0.16248,0.15609,0.15123,0.14535,0.13903971016407013,0.1348,0.12982,0.1257760226726532,0.11836633086204529,0.11130028963088989,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09306,0.09102,0.0893750935792923,0.08875220268964767,0.07978929579257965,0.17677,0.17141,0.16651,0.16114,0.15455031394958496,0.14992,0.14396,0.13872,0.13250908255577087,0.1269097775220871,0.12294,0.11771,0.11287,0.10974027961492538
07-01-2026 13:30,26070.0,0.14088,0.1329556703567505,0.13783,0.11987,0.11361,0.10794693231582642,0.10231064260005951,0.10029,0.09434,0.09254,0.09022,0.08856,0.08800820261240005,0.17822,0.17166,0.1654472053050995,0.16075,0.15539,0.14993,0.14456787705421448,0.13846,0.13198979198932648,0.12764,0.12272,0.11668313294649124,0.11258,0.1072
07-01-2026 13:35,26074.55,0.14000749588012695,0.13139143586158752,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.1709665209054947,0.16691,0.16108,0.15435564517974854,0.1489066481590271,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10932979732751846
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10814079642295837,0.104,0.10033,0.09480491280555725,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14888188242912292,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11300653219223022,0.10731
07-01-2026 13:45,26072.8,0.13985660672187805,0.1375,0.13001343607902527,0.12452,0.11755,0.1126,0.10713,0.10257,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17052359879016876,0.16658,0.16074,0.15392063558101654,0.14982,0.14267,0.13852,0.13183291256427765,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09249,0.09049,0.08864,0.08724,0.086,0.17486241459846497,0.16912679374217987,0.16703,0.15973660349845886,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
07-01-2026 13:55,26079.6,0.13406,0.13336488604545593,0.13283,0.12454,0.11271,0.11314,0.10464628785848618,0.10267,0.09595,0.09371,0.09128,0.08952780067920685,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14303576946258545,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10919691622257233
07-01-2026 14:00,26088.65,0.12683,0.12726,0.12248258292675018,0.11602405458688736,0.10839,0.10736,0.10616,0.10035581886768341,0.09497,0.09181469678878784,0.09048,0.08855,0.08723,0.1745481640100479,0.16956552863121033,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09809134900569916,0.09296,0.09098,0.0886073037981987,0.0871,0.08586,0.17797,0.17139,0.1661255955696106,0.16253,0.15533457696437836,0.15048,0.1431528478860855,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09292083978652954,0.0909651592373848,0.08774,0.08725594729185104,0.08509,0.1740390509366989,0.17169,0.1653696596622467,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12804493308067322,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.12275736778974533,0.12055,0.11426,0.11114,0.10675188899040222,0.10373,0.09785,0.09628979116678238,0.09092,0.0894087627530098,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.1182660385966301,0.11458,0.10805,0.10498534888029099,0.10217,0.09626,0.09177,0.08988,0.08775100857019424,0.08632,0.0852,0.1751018613576889,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13825468719005585,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11792978644371033,0.11309,0.11201,0.10677850246429443,0.10202,0.09673843532800674,0.09333,0.09125,0.0884132981300354,0.08744,0.08588,0.17707,0.17048822343349457,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11836720257997513,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.08931,0.08759,0.0862547755241394,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12282057851552963,0.11906,0.11385,0.11023633927106857
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09465,0.09268,0.09026,0.08870755881071091,0.08799795806407928,0.17696,0.17096,0.16508808732032776,0.16033944487571716,0.15715,0.15041,0.1440613865852356,0.14,0.13416,0.12766794860363007,0.12393,0.11829,0.11352930217981339,0.10792
07-01-2026 14:40,26097.55,0.11889,0.12046,0.11719610542058945,0.12266,0.10834,0.11052,0.10398,0.10004,0.09418,0.09136699140071869,0.09003,0.08824,0.0868,0.175754576921463,0.17267,0.16855,0.1609233021736145,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10992186516523361
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.08889,0.08749,0.08584,0.08476,0.0837,0.17482268810272217,0.17329,0.1673443764448166,0.16401,0.15609875321388245,0.15169,0.14639,0.13942943513393402,0.13506,0.12989,0.12485,0.11794242262840271,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11523755639791489,0.11258,0.10664,0.1023,0.09579,0.09332,0.09112,0.08910872042179108,0.08832819759845734,0.17642,0.17113253474235535,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11717535555362701,0.1132,0.108
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09628620743751526,0.09223,0.09015,0.08785051107406616,0.0865,0.08529,0.17946,0.1737,0.16935,0.16276472806930542,0.15885,0.1505262851715088,0.14645,0.14127,0.13403967022895813,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10237161815166473,0.09855,0.0946,0.09028,0.08881,0.08709,0.08629466593265533,0.08446,0.17827,0.17232435941696167,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.1111638993024826
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11174649745225906,0.11163,0.10334,0.10225,0.09753,0.09433,0.08993,0.08822,0.08652,0.08596383780241013,0.08421,0.17893,0.175,0.16966,0.16599,0.15723451972007751,0.15163,0.14746,0.14033061265945435,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.0906,0.08896,0.08737,0.08575,0.0854944959282875,0.17577718198299408,0.17441,0.16845619678497314,0.16564,0.16034,0.15424,0.14669467508792877,0.14102031290531158,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.09818315505981445,0.09213,0.08989,0.086,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.15829895436763763,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.12147644907236099,0.11657,0.11220591515302658
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09198841452598572,0.08884,0.08713,0.08572730422019958,0.08502,0.08402,0.18137,0.1742,0.17198,0.16336925327777863,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054
07-01-2026 15:25,26139.7,0.11638,0.12088,0.11254,0.10695846378803253,0.09944,0.09616,0.09398,0.09147,0.08892177045345306,0.08703,0.08549,0.08489011228084564,0.08491852134466171,0.17936,0.17731,0.17159,0.16754,0.16085,0.15228,0.14936,0.14228,0.13722,0.13011300563812256,0.12627,0.12052,0.11608,0.11012
08-01-2026 09:15,26101.75,0.11678,0.1115783080458641,0.09164,0.11444,0.09806,0.1029,0.09933,0.0938,0.09026,0.08847,0.08666715025901794,0.08673,0.08567,0.18174,0.17806,0.17069,0.16483613848686218,0.15934,0.15187211334705353,0.148,0.14234,0.13554,0.13056,0.12504,0.11964,0.11443,0.11112417280673981
08-01-2026 09:20,26109.7,0.10711,0.10287534445524216,0.0813,0.09165,0.09017,0.09083,0.08783,0.08779823780059814,0.08478,0.08368,0.08269,0.08335889875888824,0.08376828581094742,0.1797010451555252,0.17724,0.17249,0.16427433490753174,0.15934,0.15404,0.14616,0.14272,0.13626,0.13099,0.12443827837705612,0.11880463361740112,0.11556,0.11016
